CODE,TYPE
WHM_EXP_MLT,COUNTRY
WHM_EXP_MMR,COUNTRY
WHM_EXP_MNE,COUNTRY
WHM_EXP_MNG,COUNTRY
WHM_EXP_MOZ,COUNTRY
WHM_EXP_MTQ,COUNTRY
WHM_EXP_MYS,COUNTRY
WHM_EXP_NAM,COUNTRY
WHM_EXP_NIU,COUNTRY
WHM_EXP_NLD,COUNTRY
WHM_EXP_NOR,COUNTRY
WHM_EXP_PAK,COUNTRY
WHM_EXP_PAN,COUNTRY
WHM_EXP_PCN,COUNTRY
WHM_EXP_PER,COUNTRY
WHM_EXP_PHL,COUNTRY
WHM_EXP_PLW,COUNTRY
WHM_EXP_POL,COUNTRY
WHM_EXP_PRT,COUNTRY
WHM_EXP_PRY,COUNTRY
WHM_EXP_QAT,COUNTRY
WHM_EXP_ROU,COUNTRY
WHM_EXP_RUS,COUNTRY
WHM_EXP_SAU,COUNTRY
WHM_EXP_SEN,COUNTRY
WHM_EXP_SGP,COUNTRY
WHM_EXP_SLE,COUNTRY
WHM_EXP_SLV,COUNTRY
WHM_EXP_SUR,COUNTRY
WHM_EXP_SWE,COUNTRY
WHM_EXP_SWZ,COUNTRY
WHM_EXP_TGO,COUNTRY
WHM_EXP_THA,COUNTRY
WHM_EXP_TKL,COUNTRY
WHM_EXP_TON,COUNTRY
WHM_EXP_TUR,COUNTRY
WHM_EXP_TUV,COUNTRY
WHM_EXP_TWN,COUNTRY
WHM_EXP_TZA,COUNTRY
WHM_EXP_URY,COUNTRY
WHM_EXP_USA,COUNTRY
WHM_EXP_VCT,COUNTRY
WHM_EXP_VEN,COUNTRY
WHM_EXP_VIR,COUNTRY
WHM_EXP_VNM,COUNTRY
WHM_EXP_VUT,COUNTRY
WHM_EXP_WOR,COUNTRY
WHM_EXP_ZAF,COUNTRY
WHS_EXP_AGO,COUNTRY
WHS_EXP_ANT,COUNTRY
WHS_EXP_ARE,COUNTRY
WHS_EXP_ARG,COUNTRY
WHS_EXP_AUT,COUNTRY
WHS_EXP_BEL,COUNTRY
WHS_EXP_BGD,COUNTRY
WHS_EXP_BGR,COUNTRY
WHS_EXP_BHS,COUNTRY
WHS_EXP_BIH,COUNTRY
WHS_EXP_BLZ,COUNTRY
WHS_EXP_BOL,COUNTRY
WHS_EXP_BRB,COUNTRY
WHS_EXP_CAF,COUNTRY
WHS_EXP_CAN,COUNTRY
WHS_EXP_CHN,COUNTRY
WHS_EXP_COD,COUNTRY
WHS_EXP_COG,COUNTRY
WHS_EXP_COL,COUNTRY
WHS_EXP_CPV,COUNTRY
WHS_EXP_CUB,COUNTRY
WHS_EXP_CYM,COUNTRY
WHS_EXP_CYP,COUNTRY
WHS_EXP_DEU,COUNTRY
WHS_EXP_DJI,COUNTRY
WHS_EXP_DZA,COUNTRY
WHS_EXP_ECU,COUNTRY
WHS_EXP_EGY,COUNTRY
WHS_EXP_ESP,COUNTRY
WHS_EXP_ETH,COUNTRY
WHS_EXP_FRA,COUNTRY
WHS_EXP_GBR,COUNTRY
WHS_EXP_GRC,COUNTRY
WHS_EXP_HKG,COUNTRY
WHS_EXP_HRV,COUNTRY
WHS_EXP_IDN,COUNTRY
WHS_EXP_IMN,COUNTRY
WHS_EXP_IND,COUNTRY
WHS_EXP_IRL,COUNTRY
WHS_EXP_IRN,COUNTRY
WHS_EXP_ISR,COUNTRY
WHS_EXP_ITA,COUNTRY
WHS_EXP_JPN,COUNTRY
WHS_EXP_KEN,COUNTRY
WHS_EXP_KGZ,COUNTRY
WHS_EXP_KOR,COUNTRY
WHS_EXP_KWT,COUNTRY
WHS_EXP_LAO,COUNTRY
WHS_EXP_LBR,COUNTRY
WHS_EXP_LBY,COUNTRY
WHS_EXP_LKA,COUNTRY
WHS_EXP_LUX,COUNTRY
WHS_EXP_MAR,COUNTRY
WHS_EXP_MEX,COUNTRY
WHS_EXP_MHL,COUNTRY
WHS_EXP_MLI,COUNTRY
WHS_EXP_MLT,COUNTRY
WHS_EXP_MMR,COUNTRY
WHS_EXP_MOZ,COUNTRY
WHS_EXP_MRT,COUNTRY
WHS_EXP_MYS,COUNTRY
WHS_EXP_NAM,COUNTRY
WHS_EXP_NGA,COUNTRY
WHS_EXP_NLD,COUNTRY
WHS_EXP_NOR,COUNTRY
WHS_EXP_OMN,COUNTRY
WHS_EXP_PAK,COUNTRY
WHS_EXP_PAN,COUNTRY
WHS_EXP_PER,COUNTRY
WHS_EXP_PHL,COUNTRY
WHS_EXP_POL,COUNTRY
WHS_EXP_PRT,COUNTRY
WHS_EXP_PRY,COUNTRY
WHS_EXP_PSE,COUNTRY
WHS_EXP_ROU,COUNTRY
WHS_EXP_SAU,COUNTRY
WHS_EXP_SCG,COUNTRY
WHS_EXP_SDN,COUNTRY
WHS_EXP_SEN,COUNTRY
WHS_EXP_SGP,COUNTRY
WHS_EXP_SUR,COUNTRY
WHS_EXP_SYR,COUNTRY
WHS_EXP_THA,COUNTRY
WHS_EXP_TUN,COUNTRY
WHS_EXP_TUR,COUNTRY
WHS_EXP_TWN,COUNTRY
WHS_EXP_TZA,COUNTRY
WHS_EXP_URY,COUNTRY
WHS_EXP_USA,COUNTRY
WHS_EXP_VCT,COUNTRY
WHS_EXP_VEN,COUNTRY
WHS_EXP_VGB,COUNTRY
WHS_EXP_VNM,COUNTRY
WHS_EXP_WOR,COUNTRY
WHS_EXP_YEM,COUNTRY
WHS_EXP_ZAF,COUNTRY
COS_IMP_ARG,COUNTRY
COS_IMP_AUS,COUNTRY
COS_IMP_BEL,COUNTRY
COS_IMP_BMU,COUNTRY
COS_IMP_BOL,COUNTRY
COS_IMP_BRA,COUNTRY
COS_IMP_CAN,COUNTRY
COS_IMP_CHL,COUNTRY
COS_IMP_CHN,COUNTRY
COS_IMP_DEU,COUNTRY
COS_IMP_ESP,COUNTRY
COS_IMP_EST,COUNTRY
COS_IMP_FRA,COUNTRY
COS_IMP_GTM,COUNTRY
COS_IMP_HKG,COUNTRY
COS_IMP_HUN,COUNTRY
COS_IMP_IND,COUNTRY
COS_IMP_ITA,COUNTRY
COS_IMP_KOR,COUNTRY
COS_IMP_LBN,COUNTRY
COS_IMP_MEX,COUNTRY
COS_IMP_NZL,COUNTRY
COS_IMP_PER,COUNTRY
COS_IMP_PHL,COUNTRY
COS_IMP_PRI,COUNTRY
COS_IMP_PRY,COUNTRY
COS_IMP_THA,COUNTRY
COS_IMP_TUR,COUNTRY
COS_IMP_URY,COUNTRY
COS_IMP_USA,COUNTRY
COS_IMP_VEN,COUNTRY
COS_IMP_WOR,COUNTRY
COS_IMP_ZAF,COUNTRY
SBM_IMP_ARG,COUNTRY
SBM_IMP_AUT,COUNTRY
SBM_IMP_BOL,COUNTRY
SBM_IMP_BRA,COUNTRY
SBM_IMP_CHN,COUNTRY
SBM_IMP_DEU,COUNTRY
SBM_IMP_DNK,COUNTRY
SBM_IMP_ESP,COUNTRY
SBM_IMP_KOR,COUNTRY
SBM_IMP_MEX,COUNTRY
SBM_IMP_PRY,COUNTRY
SBM_IMP_TWN,COUNTRY
SBM_IMP_URY,COUNTRY
SBM_IMP_USA,COUNTRY
SBM_IMP_WOR,COUNTRY
SBO_IMP_ARG,COUNTRY
SBO_IMP_BEL,COUNTRY
SBO_IMP_BOL,COUNTRY
SBO_IMP_BRA,COUNTRY
SBO_IMP_CAN,COUNTRY
SBO_IMP_CHE,COUNTRY
SBO_IMP_CHN,COUNTRY
SBO_IMP_DEU,COUNTRY
SBO_IMP_ESP,COUNTRY
SBO_IMP_FRA,COUNTRY
SBO_IMP_GBR,COUNTRY
SBO_IMP_ITA,COUNTRY
SBO_IMP_JPN,COUNTRY
SBO_IMP_KOR,COUNTRY
SBO_IMP_LBN,COUNTRY
SBO_IMP_MYS,COUNTRY
SBO_IMP_NLD,COUNTRY
SBO_IMP_PRT,COUNTRY
SBO_IMP_PRY,COUNTRY
SBO_IMP_SWE,COUNTRY
SBO_IMP_TWN,COUNTRY
SBO_IMP_URY,COUNTRY
SBO_IMP_USA,COUNTRY
SBO_IMP_VEN,COUNTRY
SBO_IMP_WOR,COUNTRY
SBS_IMP_ARG,COUNTRY
SBS_IMP_BOL,COUNTRY
SBS_IMP_CAN,COUNTRY
SBS_IMP_CHE,COUNTRY
SBS_IMP_CHN,COUNTRY
SBS_IMP_COL,COUNTRY
SBS_IMP_JPN,COUNTRY
SBS_IMP_KOR,COUNTRY
SBS_IMP_MEX,COUNTRY
SBS_IMP_PRI,COUNTRY
SBS_IMP_PRY,COUNTRY
SBS_IMP_THA,COUNTRY
SBS_IMP_TWN,COUNTRY
SBS_IMP_URY,COUNTRY
SBS_IMP_USA,COUNTRY
SBS_IMP_WOR,COUNTRY
WHM_IMP_ARG,COUNTRY
WHM_IMP_AUS,COUNTRY
WHM_IMP_AUT,COUNTRY
WHM_IMP_BEL,COUNTRY
WHM_IMP_CAN,COUNTRY
WHM_IMP_CHN,COUNTRY
WHM_IMP_CZE,COUNTRY
WHM_IMP_DEU,COUNTRY
WHM_IMP_ESP,COUNTRY
WHM_IMP_FRA,COUNTRY
WHM_IMP_GBR,COUNTRY
WHM_IMP_GLP,COUNTRY
WHM_IMP_GRC,COUNTRY
WHM_IMP_IND,COUNTRY
WHM_IMP_IRL,COUNTRY
WHM_IMP_ISR,COUNTRY
WHM_IMP_ITA,COUNTRY
WHM_IMP_JOR,COUNTRY
WHM_IMP_JPN,COUNTRY
WHM_IMP_KOR,COUNTRY
WHM_IMP_LBN,COUNTRY
WHM_IMP_MEX,COUNTRY
WHM_IMP_NLD,COUNTRY
WHM_IMP_PER,COUNTRY
WHM_IMP_PRT,COUNTRY
WHM_IMP_PRY,COUNTRY
WHM_IMP_RUS,COUNTRY
WHM_IMP_SUR,COUNTRY
WHM_IMP_SYR,COUNTRY
WHM_IMP_THA,COUNTRY
WHM_IMP_TUR,COUNTRY
WHM_IMP_TWN,COUNTRY
WHM_IMP_URY,COUNTRY
WHM_IMP_USA,COUNTRY
WHM_IMP_VEN,COUNTRY
WHM_IMP_WOR,COUNTRY
WHS_IMP_AGO,COUNTRY
WHS_IMP_ARG,COUNTRY
WHS_IMP_CAN,COUNTRY
WHS_IMP_CHE,COUNTRY
WHS_IMP_CHN,COUNTRY
WHS_IMP_FRA,COUNTRY
WHS_IMP_ITA,COUNTRY
WHS_IMP_KAZ,COUNTRY
WHS_IMP_LBN,COUNTRY
WHS_IMP_MEX,COUNTRY
WHS_IMP_NLD,COUNTRY
WHS_IMP_POL,COUNTRY
WHS_IMP_PRY,COUNTRY
WHS_IMP_RUS,COUNTRY
WHS_IMP_SWE,COUNTRY
WHS_IMP_SYR,COUNTRY
WHS_IMP_TWN,COUNTRY
WHS_IMP_UKR,COUNTRY
WHS_IMP_URY,COUNTRY
WHS_IMP_USA,COUNTRY
WHS_IMP_WOR,COUNTRY
COS_EXP_ACJ,HARBOR
COS_EXP_BCR,HARBOR
COS_EXP_IMB,HARBOR
COS_EXP_ITJ,HARBOR
COS_EXP_PCR,HARBOR
COS_EXP_PNG,HARBOR
COS_EXP_RGR,HARBOR
COS_EXP_SAL,HARBOR
COS_EXP_SFS,HARBOR
COS_EXP_SLU,HARBOR
COS_EXP_SNT,HARBOR
COS_EXP_STM,HARBOR
COS_EXP_STS,HARBOR
COS_EXP_VIT,HARBOR
SBM_EXP_ACJ,HARBOR
SBM_EXP_BCR,HARBOR
SBM_EXP_IMB,HARBOR
SBM_EXP_ITJ,HARBOR
SBM_EXP_PCR,HARBOR
SBM_EXP_PNG,HARBOR
SBM_EXP_RGR,HARBOR
SBM_EXP_SAL,HARBOR
SBM_EXP_SFS,HARBOR
SBM_EXP_SLU,HARBOR
SBM_EXP_SNT,HARBOR
SBM_EXP_STM,HARBOR
SBM_EXP_STS,HARBOR
SBM_EXP_VIT,HARBOR
SBO_EXP_ACJ,HARBOR
SBO_EXP_BCR,HARBOR
SBO_EXP_IMB,HARBOR
SBO_EXP_ITJ,HARBOR
SBO_EXP_PCR,HARBOR
SBO_EXP_PNG,HARBOR
SBO_EXP_RGR,HARBOR
SBO_EXP_SAL,HARBOR
SBO_EXP_SFS,HARBOR
SBO_EXP_SLU,HARBOR
SBO_EXP_SNT,HARBOR
SBO_EXP_STM,HARBOR
SBO_EXP_STS,HARBOR
SBO_EXP_VIT,HARBOR
SBS_EXP_ACJ,HARBOR
SBS_EXP_BCR,HARBOR
SBS_EXP_IMB,HARBOR
SBS_EXP_ITJ,HARBOR
SBS_EXP_ITC,HARBOR
SBS_EXP_PCR,HARBOR
SBS_EXP_PNG,HARBOR
SBS_EXP_RGR,HARBOR
SBS_EXP_SAL,HARBOR
SBS_EXP_SFS,HARBOR
SBS_EXP_SLU,HARBOR
SBS_EXP_SNT,HARBOR
SBS_EXP_STM,HARBOR
SBS_EXP_STS,HARBOR
SBS_EXP_VIT,HARBOR
WHM_EXP_ACJ,HARBOR
WHM_EXP_BCR,HARBOR
WHM_EXP_IMB,HARBOR
WHM_EXP_ITJ,HARBOR
WHM_EXP_PCR,HARBOR
WHM_EXP_PNG,HARBOR
WHM_EXP_RGR,HARBOR
WHM_EXP_SAL,HARBOR
WHM_EXP_SFS,HARBOR
WHM_EXP_SLU,HARBOR
WHM_EXP_SNT,HARBOR
WHM_EXP_STM,HARBOR
WHM_EXP_STS,HARBOR
WHM_EXP_VIT,HARBOR
WHS_EXP_BCR,HARBOR
WHS_EXP_IMB,HARBOR
WHS_EXP_ITJ,HARBOR
WHS_EXP_PCR,HARBOR
WHS_EXP_PNG,HARBOR
WHS_EXP_RGR,HARBOR
WHS_EXP_SFS,HARBOR
WHS_EXP_SLU,HARBOR
WHS_EXP_SNT,HARBOR
WHS_EXP_STM,HARBOR
WHS_EXP_STS,HARBOR
WHS_EXP_VIT,HARBOR
COS_IMP_IMB,HARBOR
COS_IMP_ITJ,HARBOR
COS_IMP_PNG,HARBOR
COS_IMP_RGR,HARBOR
COS_IMP_SAL,HARBOR
COS_IMP_SFS,HARBOR
COS_IMP_SNT,HARBOR
COS_IMP_STS,HARBOR
COS_IMP_VIT,HARBOR
SBM_IMP_ITA,HARBOR
SBM_IMP_PNG,HARBOR
SBM_IMP_RGR,HARBOR
SBM_IMP_SFS,HARBOR
SBM_IMP_STS,HARBOR
SBO_IMP_ITJ,HARBOR
SBO_IMP_PNG,HARBOR
SBO_IMP_RGR,HARBOR
SBO_IMP_SAL,HARBOR
SBO_IMP_SFS,HARBOR
SBO_IMP_SNT,HARBOR
SBO_IMP_STS,HARBOR
SBO_IMP_VIT,HARBOR
SBS_IMP_PNG,HARBOR
SBS_IMP_RGR,HARBOR
SBS_IMP_SFS,HARBOR
SBS_IMP_STS,HARBOR
SBS_IMP_VIT,HARBOR
WHM_IMP_BCR,HARBOR
WHM_IMP_IMB,HARBOR
WHM_IMP_ITJ,HARBOR
WHM_IMP_PCR,HARBOR
WHM_IMP_PNG,HARBOR
WHM_IMP_RGR,HARBOR
WHM_IMP_SAL,HARBOR
WHM_IMP_SFS,HARBOR
WHM_IMP_SNT,HARBOR
WHM_IMP_STS,HARBOR
WHM_IMP_VIT,HARBOR
WHS_IMP_ACJ,HARBOR
WHS_IMP_IMB,HARBOR
WHS_IMP_ITJ,HARBOR
WHS_IMP_PNG,HARBOR
WHS_IMP_RGR,HARBOR
WHS_IMP_SAL,HARBOR
WHS_IMP_SFS,HARBOR
WHS_IMP_SLU,HARBOR
WHS_IMP_SNT,HARBOR
WHS_IMP_STS,HARBOR
WHS_IMP_VIT,HARBOR
COS_EXP_AC,STATE
COS_EXP_AL,STATE
COS_EXP_AM,STATE
COS_EXP_AP,STATE
COS_EXP_BA,STATE
COS_EXP_CE,STATE
COS_EXP_DF,STATE
COS_EXP_ES,STATE
COS_EXP_GO,STATE
COS_EXP_MA,STATE
COS_EXP_MG,STATE
COS_EXP_MS,STATE
COS_EXP_MT,STATE
COS_EXP_ND,STATE
COS_EXP_PA,STATE
COS_EXP_PB,STATE
COS_EXP_PE,STATE
COS_EXP_PI,STATE
COS_EXP_PR,STATE
COS_EXP_RJ,STATE
COS_EXP_RN,STATE
COS_EXP_RO,STATE
COS_EXP_RR,STATE
COS_EXP_RS,STATE
COS_EXP_SC,STATE
COS_EXP_SE,STATE
COS_EXP_SP,STATE
COS_EXP_TO,STATE
SBM_EXP_AC,STATE
SBM_EXP_AL,STATE
SBM_EXP_AM,STATE
SBM_EXP_BA,STATE
SBM_EXP_CE,STATE
SBM_EXP_ES,STATE
SBM_EXP_GO,STATE
SBM_EXP_MA,STATE
SBM_EXP_MG,STATE
SBM_EXP_MS,STATE
SBM_EXP_MT,STATE
SBM_EXP_ND,STATE
SBM_EXP_PA,STATE
SBM_EXP_PE,STATE
SBM_EXP_PI,STATE
SBM_EXP_PR,STATE
SBM_EXP_RJ,STATE
SBM_EXP_RN,STATE
SBM_EXP_RO,STATE
SBM_EXP_RR,STATE
SBM_EXP_RS,STATE
SBM_EXP_SC,STATE
SBM_EXP_SP,STATE
SBM_EXP_TO,STATE
SBO_EXP_AC,STATE
SBO_EXP_AL,STATE
SBO_EXP_AM,STATE
SBO_EXP_AP,STATE
SBO_EXP_BA,STATE
SBO_EXP_CE,STATE
SBO_EXP_DF,STATE
SBO_EXP_ES,STATE
SBO_EXP_GO,STATE
SBO_EXP_MA,STATE
SBO_EXP_MG,STATE
SBO_EXP_MS,STATE
SBO_EXP_MT,STATE
SBO_EXP_ND,STATE
SBO_EXP_PA,STATE
SBO_EXP_PB,STATE
SBO_EXP_PE,STATE
SBO_EXP_PI,STATE
SBO_EXP_PR,STATE
SBO_EXP_RJ,STATE
SBO_EXP_RO,STATE
SBO_EXP_RR,STATE
SBO_EXP_RS,STATE
SBO_EXP_SC,STATE
SBO_EXP_SP,STATE
SBO_EXP_TO,STATE
SBS_EXP_AC,STATE
SBS_EXP_AL,STATE
SBS_EXP_AM,STATE
SBS_EXP_AP,STATE
SBS_EXP_BA,STATE
SBS_EXP_DF,STATE
SBS_EXP_ES,STATE
SBS_EXP_GO,STATE
SBS_EXP_MA,STATE
SBS_EXP_MG,STATE
SBS_EXP_MS,STATE
SBS_EXP_MT,STATE
SBS_EXP_ND,STATE
SBS_EXP_PA,STATE
SBS_EXP_PB,STATE
SBS_EXP_PE,STATE
SBS_EXP_PI,STATE
SBS_EXP_PR,STATE
SBS_EXP_RJ,STATE
SBS_EXP_RO,STATE
SBS_EXP_RR,STATE
SBS_EXP_RS,STATE
SBS_EXP_SC,STATE
SBS_EXP_SE,STATE
SBS_EXP_SP,STATE
SBS_EXP_TO,STATE
WHM_EXP_AC,STATE
WHM_EXP_AL,STATE
WHM_EXP_AM,STATE
WHM_EXP_AP,STATE
WHM_EXP_BA,STATE
WHM_EXP_CE,STATE
WHM_EXP_DF,STATE
WHM_EXP_ES,STATE
WHM_EXP_GO,STATE
WHM_EXP_MA,STATE
WHM_EXP_MG,STATE
WHM_EXP_MS,STATE
WHM_EXP_MT,STATE
WHM_EXP_ND,STATE
WHM_EXP_PA,STATE
WHM_EXP_PE,STATE
WHM_EXP_PR,STATE
WHM_EXP_RJ,STATE
WHM_EXP_RN,STATE
WHM_EXP_RO,STATE
WHM_EXP_RR,STATE
WHM_EXP_RS,STATE
WHM_EXP_SC,STATE
WHM_EXP_SP,STATE
WHS_EXP_BA,STATE
WHS_EXP_CE,STATE
WHS_EXP_DF,STATE
WHS_EXP_ES,STATE
WHS_EXP_GO,STATE
WHS_EXP_MA,STATE
WHS_EXP_MG,STATE
WHS_EXP_MS,STATE
WHS_EXP_ND,STATE
WHS_EXP_PA,STATE
WHS_EXP_PR,STATE
WHS_EXP_RE,STATE
WHS_EXP_RJ,STATE
WHS_EXP_RS,STATE
WHS_EXP_SC,STATE
WHS_EXP_SP,STATE
COS_IMP_AL,STATE
COS_IMP_AM,STATE
COS_IMP_AP,STATE
COS_IMP_BA,STATE
COS_IMP_CE,STATE
COS_IMP_DF,STATE
COS_IMP_ES,STATE
COS_IMP_GO,STATE
COS_IMP_MG,STATE
COS_IMP_MS,STATE
COS_IMP_MT,STATE
COS_IMP_PA,STATE
COS_IMP_PB,STATE
COS_IMP_PE,STATE
COS_IMP_PI,STATE
COS_IMP_PR,STATE
COS_IMP_RJ,STATE
COS_IMP_RN,STATE
COS_IMP_RO,STATE
COS_IMP_RR,STATE
COS_IMP_RS,STATE
COS_IMP_SC,STATE
COS_IMP_SE,STATE
COS_IMP_SP,STATE
COS_IMP_TO,STATE
SBM_IMP_AL,STATE
SBM_IMP_CE,STATE
SBM_IMP_GO,STATE
SBM_IMP_MG,STATE
SBM_IMP_MS,STATE
SBM_IMP_PB,STATE
SBM_IMP_PE,STATE
SBM_IMP_PR,STATE
SBM_IMP_RJ,STATE
SBM_IMP_RN,STATE
SBM_IMP_RS,STATE
SBM_IMP_SC,STATE
SBM_IMP_SE,STATE
SBM_IMP_SP,STATE
SBO_IMP_AL,STATE
SBO_IMP_AM,STATE
SBO_IMP_BA,STATE
SBO_IMP_CE,STATE
SBO_IMP_ES,STATE
SBO_IMP_GO,STATE
SBO_IMP_MG,STATE
SBO_IMP_MS,STATE
SBO_IMP_MT,STATE
SBO_IMP_PE,STATE
SBO_IMP_PR,STATE
SBO_IMP_RJ,STATE
SBO_IMP_RO,STATE
SBO_IMP_RS,STATE
SBO_IMP_SC,STATE
SBO_IMP_SE,STATE
SBO_IMP_SP,STATE
SBS_IMP_AL,STATE
SBS_IMP_GO,STATE
SBS_IMP_MG,STATE
SBS_IMP_MS,STATE
SBS_IMP_MT,STATE
SBS_IMP_PR,STATE
SBS_IMP_RJ,STATE
SBS_IMP_RO,STATE
SBS_IMP_RS,STATE
SBS_IMP_SC,STATE
SBS_IMP_SP,STATE
WHM_IMP_AC,STATE
WHM_IMP_AL,STATE
WHM_IMP_AM,STATE
WHM_IMP_AP,STATE
WHM_IMP_BA,STATE
WHM_IMP_CE,STATE
WHM_IMP_DF,STATE
WHM_IMP_ES,STATE
WHM_IMP_GO,STATE
WHM_IMP_MA,STATE
WHM_IMP_MG,STATE
WHM_IMP_MS,STATE
WHM_IMP_MT,STATE
WHM_IMP_PA,STATE
WHM_IMP_PB,STATE
WHM_IMP_PE,STATE
WHM_IMP_PI,STATE
WHM_IMP_PR,STATE
WHM_IMP_RJ,STATE
WHM_IMP_RN,STATE
WHM_IMP_RO,STATE
WHM_IMP_RR,STATE
WHM_IMP_RS,STATE
WHM_IMP_SC,STATE
WHM_IMP_SE,STATE
WHM_IMP_SP,STATE
WHM_IMP_TO,STATE
WHS_IMP_AL,STATE
WHS_IMP_AM,STATE
WHS_IMP_AP,STATE
WHS_IMP_BA,STATE
WHS_IMP_CE,STATE
WHS_IMP_DF,STATE
WHS_IMP_ES,STATE
WHS_IMP_GO,STATE
WHS_IMP_MA,STATE
WHS_IMP_MG,STATE
WHS_IMP_MS,STATE
WHS_IMP_MT,STATE
WHS_IMP_PA,STATE
WHS_IMP_PB,STATE
WHS_IMP_PE,STATE
WHS_IMP_PI,STATE
WHS_IMP_PR,STATE
WHS_IMP_RJ,STATE
WHS_IMP_RN,STATE
WHS_IMP_RO,STATE
WHS_IMP_RS,STATE
WHS_IMP_SC,STATE
WHS_IMP_SE,STATE
WHS_IMP_SP,STATE
WHS_IMP_TO,STATE
